,Museo Regional de Guadalajara,MUSA Museo de las Artes Universidad de Guadalajara,Museo de la Ciudad de Guadalajara,Museo Palacio Ocampo,Museo de Paleontología de Guadalajara,Museo de Arte de Zapopan,Casa Museo López Portillo,Museo de las Artes Populares de Jalisco,Museo del Ejército y Fuerza Aérea,Museo De Sitio Del Palacio De Gobierno,Zoológico Guadalajara,El Tejaban,Acuario del Zoológico Guadalajara,"Antártida, el reino de los pingüinos",Zoológico,Parque Villa Fantasía,Villa Australiana,"Herpetario, la tierra de los reptiles y anfibios.",Natura Pet,Zoológico de Esculturas - Juegos,Parque Revolución,Parque Morelos,Parque Alcalde,Parque Agua Azul,Parque Expiatorio,Parque de La Liberación,Parque San Jacinto,Parque Jardines del Nilo,Parque la Calma,Parque González Gallo,Andares Centro Comercial,Fórum Tlaquepaque,Centro Comercial Plaza Patria,Plaza Real Center,La Gran Plaza Fashion Mall,Punto Sur,Centro Magno,Centro Sur,Centro Comercial Plaza Lomas,Plaza Galerías Guadalajara,Hotel Riu Plaza Guadalajara,Hyatt Regency Andares Guadalajara,Fiesta Americana Guadalajara
Parque Jardines del Nilo,6.6412381045726000,8.015291074254870,7.252804672810460,6.971426975675520,6.530191741891140,11.555745105245000,6.677130195594780,6.594152182713240,5.075646032058840,6.630476556108800,2.998959007878310,4.777109532449730,3.23881948910749,3.1800934034612400,7.760749541553390,10.854554409286500,2.951606031890670,2.914436855646760,7.711639698418860,6.068723416071820,7.668111899300860,5.929265853292180,7.1290748858560100,6.789816894728430,7.998013087353610,6.530728919584520,1.2230209184683900,0,14.346504781175200,5.504653560936840,13.964403068130300,3.8281746671370600,10.259261525689700,15.979894545021100,13.115259145259900,18.33754444575650,10.404267073411600,12.783318581833200,0.972370358223703,16.101058070737200,11.821094075403400,14.009538757391500,11.325715458511500
Parque la Calma,7.811043023136170,6.425577791459700,7.20555359570306,7.4684241141093400,7.837792146457030,3.6306154468805300,7.786573960054570,7.871058371358200,9.33058513215329,7.813381939749480,12.367918254033200,9.981002239636120,11.96163095408800,12.050020983889700,6.733659605980360,4.260530878512790,12.482848408422100,12.487577265102800,6.723895120931280,8.400646464202140,6.773948971436090,8.536749261650220,7.418261962494180,7.5802603676237900,6.434682093699670,7.820701976384650,13.19014994821050,14.346504781175200,0,8.84366696765861,1.9443959730024100,10.51891954293000,4.636566315106330,2.8580518294409900,1.556961605359810,4.266088533590410,4.068996482502010,1.8391920429538500,15.292633665030000,2.0188981707071700,2.6354187445012600,1.9956335040882600,3.1765896044967600
Parque González Gallo,1.3203107752506600,2.569283317815420,1.867242787992470,1.586417746283850,1.05286460437453,6.184628543681200,1.3715648819875700,1.307195340946190,0.6947611253921180,1.295026037425910,3.8865561996539000,1.8080332774573500,3.50082831785945,3.5824986352575600,2.3736900442332900,5.519274439974790,4.002238449357250,3.992215444925360,2.349798245907800,0.9548758642148580,2.2376542488404500,0.8765282804301750,1.8748185451094400,1.3086402222934800,2.546298009423430,1.06703412978243,4.3500915436795900,5.504653560936840,8.84366696765861,0,8.519174527353080,1.6766448822174000,4.904930592942070,10.55124111062610,7.62213291644327,12.88305819027100,4.922267399525070,7.319204697825350,6.457006427337270,10.605080330781300,6.323757000375920,8.568441280408360,5.838393940879610
Andares Centro Comercial,7.3232405184938000,5.959000135658760,6.7124679311066,6.994993637660800,7.4685039043584300,2.4779487820118700,7.287323929918540,7.370428512830020,8.889256908939650,7.334398102915760,11.68398926198440,9.344801197678420,11.286095241864800,11.373361866465500,6.203678196237590,3.1995799544714200,11.79415331137800,11.805076771886700,6.722715453743050,7.897570195512170,6.302325980291930,8.037134966572360,6.844207856568020,7.21092012056203,5.979027235216440,7.595466356965680,12.763678738382400,13.964403068130300,1.9443959730024100,8.519174527353080,0,10.173940291830700,3.7456283134942800,2.0380769148262400,1.2255297890775000,5.687590492120660,3.615486604664790,2.9950773110758600,14.931694386857100,2.3743496177397300,2.360131048778360,0.07253528541649490,2.7365837624241800
Fórum Tlaquepaque,2.8734833419536200,4.214953045825140,3.47244138733944,3.1877125953050400,2.71132172526628,7.805474862556420,2.9155172541382400,2.8364052488327300,1.3360415127914000,2.8576260331887000,2.628056893821620,1.692954004257320,2.3187982668416800,2.38012260092558,3.9848421775251700,7.122222314100500,2.73079821228387,2.708052539566750,3.9366414386074000,2.3377878440778500,3.872918304239000,2.2034853140292500,3.3982055586618600,2.970713885563810,4.195041955931380,2.711371420789410,2.6855157018520300,3.8281746671370600,10.51891954293000,1.6766448822174000,10.173940291830700,0,6.514156940503080,12.200892709534100,9.295096580945210,14.537517112731200,6.589862278474950,8.975598511892850,4.7808699789847900,12.279334988039600,7.998112477454580,10.221618801076200,7.508672298420880
Centro Comercial Plaza Patria,3.6408739160611400,2.353644014866610,3.0458682230433000,3.330598571123920,3.8577091462593300,1.2964838713048900,3.5998186559686100,3.6802576675565600,5.1999548978172,3.6565465777976000,7.940317416695800,5.600353345338170,7.541501191210760,7.6289012027601300,2.5343067028426700,0.6166171826983410,8.05100356884236,8.061391051207540,3.584300960785380,4.195998142465580,2.6697964985382900,4.334813767021980,3.131589276448870,3.6113031170088900,2.3819178010427500,4.1021946162913500,9.04921121336475,10.259261525689700,4.636566315106330,4.904930592942070,3.7456283134942800,6.514156940503080,0,5.73004138363435,3.133495205863880,8.902652555554420,1.0242713486230800,3.8304400679305400,11.23004110676520,6.0255536388189400,2.0655354769171900,3.783654919167580,1.5436465534825100
Plaza Real Center,9.341849958338410,7.98689150033485,8.733464555363220,9.017056761801090,9.4995059861404,4.437757277921960,9.304506507963620,9.386992372348240,10.907926845755500,9.35414873483964,13.637969652459900,11.323867150905100,13.24442693066620,13.330953009781700,8.222774317560850,5.153522351652540,13.746177027017800,13.758947113187000,8.750460120334420,9.911181917502910,8.327979470529400,10.050630184743500,8.852205846944640,9.24262639394388,8.00786374416061,9.63325045495292,14.774305304625700,15.979894545021100,2.8580518294409900,10.55124111062610,2.0380769148262400,12.200892709534100,5.73004138363435,0,3.12082930931969,4.846509805620540,5.653516435294980,4.545834504872290,16.94891691836320,1.4374640746528000,4.367876876358070,1.9852010805830500,4.7707847780638500
La Gran Plaza Fashion Mall,6.4996989860682000,5.111091801160780,5.886560611550120,6.161150449668420,6.585663018176200,2.074007405650020,6.469611458160770,6.554099709090320,8.051723055232330,6.506270268980900,10.990931493487600,8.615608573535540,10.586942527632600,10.6751295612051,5.392838586975670,2.7172479458050800,11.10421571610150,11.111510849775800,5.676806447930090,7.08632469252934,5.460926182944720,7.224958132311520,6.064084543681320,6.326006771062200,5.125588320963990,6.646855702378650,11.933445503889200,13.115259145259900,1.556961605359810,7.62213291644327,1.2255297890775000,9.295096580945210,3.133495205863880,3.12082930931969,0,5.796888202835640,2.715253547507990,1.854912309159440,14.07441153388390,2.9862994497240800,1.3022286353659600,1.2975045098470000,1.7919509608716500
Punto Sur,11.954259098308600,10.589506256983800,11.362662099388000,11.612229088706700,11.925028623370000,7.858196158597350,11.935060555476400,12.018587973789700,13.42480429316660,11.952774468500200,16.542095840942600,14.155298672354800,16.135152554348100,16.223382397658700,10.91377283475590,8.514059139134060,16.65821960735220,16.660387240015300,10.626678338272400,12.540034380667000,10.9317887355418,12.672342988458800,11.601644204710600,11.673779980023500,10.594280843081600,11.82774023402180,17.22303273637280,18.33754444575650,4.266088533590410,12.88305819027100,5.687590492120660,14.537517112731200,8.902652555554420,4.846509805620540,5.796888202835640,0,8.294272477740690,5.56385725879737,19.25897297090070,3.524173665728850,6.88368653746559,5.6985749221199100,7.42678412405217
Centro Magno,3.784857990031150,2.3958462713525300,3.172066020531770,3.445951369459870,3.87854671149315,1.5754517920902600,3.7553334233205100,3.839885029369320,5.336980856265680,3.791160190607020,8.304506163963480,5.920593292768860,7.898829054565240,7.987189382664530,2.682342036960500,1.2860303961327700,8.418941361001420,8.424532120002070,3.166225607567440,4.372144161586940,2.7457249029987300,4.510559688080820,3.360181850109970,3.619165290386350,2.4104175487375200,3.9803666817739400,9.219267333531940,10.404267073411600,4.068996482502010,4.922267399525070,3.615486604664790,6.589862278474950,1.0242713486230800,5.653516435294980,2.715253547507990,8.294272477740690,0,2.9683514418238500,11.365549924370800,5.700929388851730,1.4429335126125500,3.6688821845166600,0.9233104787081650
Centro Sur,6.419404919007540,5.081931985407000,5.841550272219880,6.079760440490500,6.367323793067020,3.294164306837700,6.403693585424620,6.486107484496830,7.8658709208338100,6.415636198788420,11.011300723590600,8.632065756120130,10.604886781877600,10.692774661890300,5.419249652790140,3.6864016721370500,11.128024725650800,11.128331716180900,5.081717314891910,7.000106207474070,5.415071038507050,7.129868654683890,6.103370640100960,6.11838283443055,5.082625589509780,6.264861848193000,11.660950278491900,12.783318581833200,1.8391920429538500,7.319204697825350,2.9950773110758600,8.975598511892850,3.8304400679305400,4.545834504872290,1.854912309159440,5.56385725879737,2.9683514418238500,0,13.711960821356600,3.857624480033320,1.8585445233058500,3.066669831104610,2.3063290984196600
Centro Comercial Plaza Lomas,7.608554439246720,8.979391554087240,8.219362640298830,7.9373713211162100,7.488780424256050,12.526504804778300,7.645007638940560,7.562252568115300,6.042440010648160,7.59730265604159,3.869962281896290,5.7451284680006400,4.144853937006790,4.079863815508950,8.728136994503000,11.826036366750000,3.8089140381802000,3.77477798958517,8.63319253577558,7.0379249528551,8.632926943440240,6.898544234328580,8.09930034301552,7.748431282228240,8.961589822664460,7.472550692775440,2.193786407644720,0.972370358223703,15.292633665030000,6.457006427337270,14.931694386857100,4.7808699789847900,11.23004110676520,16.94891691836320,14.07441153388390,19.25897297090070,11.365549924370800,13.711960821356600,0,17.059445959774100,12.778505990633200,14.977211301022700,12.286146494431800
Plaza Galerías Guadalajara,9.484114209435140,8.096469233272180,8.870674762310390,9.1462632211193,9.571051629927870,4.807572300338470,9.453353449958490,9.537753610604380,11.037814665463100,9.491133575840470,13.948592968534700,11.58295391586350,13.546461042747400,13.63439984897180,8.374247023692600,5.521242725503780,14.060805741004100,14.069473020941200,8.598790502578490,10.069817048141400,8.446108888156890,10.208675080250900,9.04084959652914,9.311399498928790,8.111332527369540,9.619123067400350,14.919716549957900,16.101058070737200,2.0188981707071700,10.605080330781300,2.3743496177397300,12.279334988039600,6.0255536388189400,1.4374640746528000,2.9862994497240800,3.524173665728850,5.700929388851730,3.857624480033320,17.059445959774100,0,4.281336887040250,2.3622588154592200,4.777815052236000
Hotel Riu Plaza Guadalajara,5.220588106636800,3.8303623769931800,4.609207317724500,4.880051007336220,5.290932995828790,1.4579949317945100,5.1925097309589900,5.277130864028420,6.764629689053710,5.2256910032540800,9.746970053078330,7.36349674628679,9.341420758692910,9.42977204363995,4.123787101350400,1.8373394730057200,9.861295229003520,9.86705790689376,4.388954478333640,5.809155101602800,4.1804772547933500,5.9470564078542,4.802963688017700,5.031333837535810,3.8429721671714900,5.344696224438170,10.643704681482700,11.821094075403400,2.6354187445012600,6.323757000375920,2.360131048778360,7.998112477454580,2.0655354769171900,4.367876876358070,1.3022286353659600,6.88368653746559,1.4429335126125500,1.8585445233058500,12.778505990633200,4.281336887040250,0,2.4238295662509200,0.5430978621184440
Hyatt Regency Andares Guadalajara,7.36865710072787,6.006708879960630,6.75837974610669,7.041195934199640,7.517340393993280,2.51063061097291,7.332418284358910,7.415396665826940,8.934819025486780,7.380077802491900,11.720009038810100,9.38371832201288,11.322587275293100,11.40977492304330,6.249075859215100,3.232489633241680,11.829956815719400,11.841096732515100,6.781598183068510,7.941973755735340,6.3494078310895,8.08152897634374,6.887377541744370,7.26000146683232,6.027036729810600,7.648165415821270,12.80783162925100,14.009538757391500,1.9956335040882600,8.568441280408360,0.07253528541649490,10.221618801076200,3.783654919167580,1.9852010805830500,1.2975045098470000,5.6985749221199100,3.6688821845166600,3.066669831104610,14.977211301022700,2.3622588154592200,2.4238295662509200,0,2.7942289375008300
Fiesta Americana Guadalajara,4.708027556327030,3.319156737956980,4.095078838306820,4.36925233859483,4.797801547114560,1.2056832180199300,4.678268545627730,4.7627955146681300,6.260000221852690,4.714432737278450,9.21658049771521,6.835614937814120,8.81149255959771,8.899802057265980,3.603421032385600,1.3983646579832100,9.330582150976530,9.336850142359270,3.9887217575944900,5.2950536526739200,3.669025338748270,5.433560956146510,4.278314157242490,4.538226510955540,3.333655452270070,4.88044572467602,10.142052548229900,11.325715458511500,3.1765896044967600,5.838393940879610,2.7365837624241800,7.508672298420880,1.5436465534825100,4.7707847780638500,1.7919509608716500,7.42678412405217,0.9233104787081650,2.3063290984196600,12.286146494431800,4.777815052236000,0.5430978621184440,2.7942289375008300,0
